Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,SMA_20,SMA_50,Volume_SMA_20,Daily_Return,Cumulative_Return
2024-07-01 00:00:00-04:00,123.88692516864968,124.07125421174196,121.7235162381388,122.76156616210938,2496100,0.0,0.0,EOG,,,,,
2024-07-02 00:00:00-04:00,123.98394140163099,125.00259174382191,122.3152987923501,122.86827850341797,2274700,0.0,0.0,EOG,,,,0.0008692650692292414,1.0008692650692292
2024-07-03 00:00:00-04:00,122.72275316973155,123.58617748132868,122.38320553060629,122.98468780517578,1814100,0.0,0.0,EOG,,,,0.000947431698203216,1.0018175203367132
2024-07-05 00:00:00-04:00,122.77126957993859,123.29513887827478,120.73396883527731,121.20934295654297,3354600,0.0,0.0,EOG,,,,-0.014435495022316891,0.9873557885086227
2024-07-08 00:00:00-04:00,120.33621868697337,121.90784883327555,120.21010309683673,121.87873840332031,2632000,0.0,0.0,EOG,,,,0.005522639018159969,0.9928085981110465
2024-07-09 00:00:00-04:00,120.18098931093611,123.13992047245189,120.12278325581902,121.91754150390625,2859700,0.0,0.0,EOG,,,,0.00031837464921502523,0.9931246832002077
2024-07-10 00:00:00-04:00,121.88843527925268,122.56753057641902,121.20933998208633,122.45111846923828,1835300,0.0,0.0,EOG,,,,0.004376539739483931,0.9974711328424959
2024-07-11 00:00:00-04:00,122.21829302702224,124.69214665016399,121.84963493143789,124.3428955078125,2402800,0.0,0.0,EOG,,,,0.015449242622062709,1.0128813063822832
2024-07-12 00:00:00-04:00,125.48766678789771,125.60407889900151,123.93543622506425,125.09960174560547,2032100,0.0,0.0,EOG,,,,0.006085641119282226,1.0190453385093556
2024-07-15 00:00:00-04:00,126.36077142298424,130.30924946663472,125.77868133393447,128.68910217285156,3532200,0.0,0.0,EOG,,,,0.028693140323064137,1.048284949402769
2024-07-16 00:00:00-04:00,128.388380069102,129.09659323640494,127.28242057864657,127.5928726196289,2925300,0.0,0.0,EOG,,,,-0.008518433454840935,1.0393552038195704
2024-07-17 00:00:00-04:00,127.70031877079475,130.0351082526646,127.69055514092183,129.3219757080078,2413500,0.91,0.0,EOG,,,,0.013551721603867195,1.0534402561892637
2024-07-18 00:00:00-04:00,128.68699569756777,131.62747338922264,128.35485337091185,129.17544555664062,2155600,0.0,0.0,EOG,,,,-0.0011330645898731673,1.0522466403374289
2024-07-19 00:00:00-04:00,129.3415024062597,129.37080820205637,125.62929581316652,126.26427459716797,3215700,0.0,0.0,EOG,,,,-0.022536566039527806,1.0285326144375933
2024-07-22 00:00:00-04:00,125.65859532351398,125.96143180246847,123.90993676148646,123.98809051513672,2088100,0.0,0.0,EOG,,,,-0.018027142588773915,1.0099911103399224
