Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,SMA_20,SMA_50,Volume_SMA_20,Daily_Return,Cumulative_Return
2024-07-01 00:00:00-04:00,182.14766487012025,182.99357334366735,180.4260089442712,182.1078643798828,16006100,0.0,0.0,GOOGL,,,,,
2024-07-02 00:00:00-04:00,181.1723760505059,184.6754110796697,180.68473277675602,184.3470001220703,17372500,0.0,0.0,GOOGL,,,,0.012295656477067762,1.0122956564770678
2024-07-03 00:00:00-04:00,183.95888453835914,185.1928970502459,183.11297612888922,184.92420959472656,10242100,0.0,0.0,GOOGL,,,,0.003131103149354386,1.015465258595141
2024-07-05 00:00:00-04:00,184.9640125784332,189.93990873605247,184.90430425417856,189.68116760253906,20967500,0.0,0.0,GOOGL,,,,0.025723825010460777,1.0415869092114447
2024-07-08 00:00:00-04:00,188.98452970854757,189.25323235251997,186.87475460015818,188.1187286376953,21035900,0.0,0.0,GOOGL,,,,-0.008237185507618316,1.0330071646179633
2024-07-09 00:00:00-04:00,189.39257531263542,190.43751664314703,187.81024382698632,188.06898498535156,15121400,0.0,0.0,GOOGL,,,,-0.00026442690052175255,1.0327340097352067
2024-07-10 00:00:00-04:00,188.2381340559984,190.82560597380257,188.11871741479263,190.2583465576172,15952500,0.0,0.0,GOOGL,,,,0.011641268614472233,1.0447563437498353
2024-07-11 00:00:00-04:00,188.9347808834167,189.93990642836113,184.1877717548577,184.6754150390625,25625800,0.0,0.0,GOOGL,,,,-0.0293439505786095,1.0140990652321513
2024-07-12 00:00:00-04:00,184.187787512886,186.20800028635384,183.60063536764247,184.17784118652344,22898400,0.0,0.0,GOOGL,,,,-0.0026943156046722594,1.0113667622960127
2024-07-15 00:00:00-04:00,184.02852876447474,187.33253087032085,184.02852876447474,185.63076782226562,16474000,0.0,0.0,GOOGL,,,,0.007888715745510089,1.019345147198223
2024-07-16 00:00:00-04:00,186.45677457315372,187.7704032141678,182.4860041186225,183.03335571289062,18290700,0.0,0.0,GOOGL,,,,-0.013992357731676952,1.0050821052465764
2024-07-17 00:00:00-04:00,182.08793522523547,182.66514097010625,179.03272786302395,180.1473388671875,20734100,0.0,0.0,GOOGL,,,,-0.015767709849729195,0.9892342622358934
2024-07-18 00:00:00-04:00,181.05295487059834,181.62021433579056,175.61928463310315,176.83340454101562,25315700,0.0,0.0,GOOGL,,,,-0.01839568847927886,0.9710366169147726
2024-07-19 00:00:00-04:00,178.0176783122624,179.4208695866071,176.27611453463086,176.80355834960938,18881900,0.0,0.0,GOOGL,,,,-0.00016878141029808003,0.9708727239851187
2024-07-22 00:00:00-04:00,179.7194245142135,181.81925342559742,179.36115936205027,180.79421997070312,24100300,0.0,0.0,GOOGL,,,,0.022571161227437964,0.9927864487695087
2024-07-23 00:00:00-04:00,181.17240686676,182.72488425022013,180.6648556708528,180.9136505126953,36352700,0.0,0.0,GOOGL,,,,0.0006605882755075232,0.9934422718576487
2024-07-24 00:00:00-04:00,172.76311556825274,175.34062605737992,170.99169780323467,171.79779052734375,49585200,0.0,0.0,GOOGL,,,,-0.05038790582975872,0.9433847962159839
2024-07-25 00:00:00-04:00,171.68833187653044,172.5839871452518,166.3840245463068,166.4735870361328,44852000,0.0,0.0,GOOGL,,,,-0.03099110573464292,0.9141482582479998
2024-07-26 00:00:00-04:00,166.34420184034042,167.2796727440398,163.26910167112166,166.19493103027344,41336900,0.0,0.0,GOOGL,,,,-0.0016738751823668352,0.9126180881655146
