Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,SMA_20,SMA_50,Volume_SMA_20,Daily_Return,Cumulative_Return
2024-07-01 00:00:00-04:00,165.26630262624536,167.7848122307576,163.59693547449126,164.39784240722656,5194500,0.0,0.0,ABBV,,,,,
2024-07-02 00:00:00-04:00,162.71884478720867,162.71884478720867,159.65030892440637,160.14244079589844,5965500,0.0,0.0,ABBV,,,,-0.025884777738062748,0.9741152222619373
2024-07-03 00:00:00-04:00,160.26786910752494,161.24247393914405,157.78796567546195,158.09674072265625,3527600,0.0,0.0,ABBV,,,,-0.012774253115383938,0.9616716278492148
2024-07-05 00:00:00-04:00,158.94589500265093,161.44510143131063,157.8941074711325,161.38720703125,5978300,0.0,0.0,ABBV,,,,0.020812992687598175,0.9816868924075112
2024-07-08 00:00:00-04:00,160.70208861034493,161.84073246351494,159.81434012212932,160.68280029296875,3500200,0.0,0.0,ABBV,,,,-0.0043646999736779435,0.9774021236540601
2024-07-09 00:00:00-04:00,161.1652713113039,162.62233434655445,159.08098459514875,162.15916442871094,4224600,0.0,0.0,ABBV,,,,0.009188065760930009,0.9863825586410663
2024-07-10 00:00:00-04:00,161.5801871738869,162.54513306889237,160.28716320831697,162.24600219726562,3887800,0.0,0.0,ABBV,,,,0.0005355094721943843,0.9869107758444259
2024-07-11 00:00:00-04:00,161.64774408153784,164.37854279255373,161.48370504257443,163.95396423339844,3689500,0.0,0.0,ABBV,,,,0.01052698995970447,0.9972999756728643
2024-07-12 00:00:00-04:00,164.64872634000687,165.61367225589714,163.94430522019454,164.3109893798828,4133500,0.0,0.0,ABBV,,,,0.0021775938639465586,0.9994716899804036
2024-07-15 00:00:00-04:00,164.48629126252837,165.90804589229666,163.03530865511794,163.62933349609375,2395100,1.55,0.0,ABBV,,,,-0.004148571476330742,0.9953253102359508
2024-07-16 00:00:00-04:00,164.18439957497876,165.40166227983724,162.8794826624059,164.7686767578125,3829500,0.0,0.0,ABBV,,,,0.006962952408199774,1.0022557130018004
2024-07-17 00:00:00-04:00,165.07056175232754,171.13741000058752,165.07056175232754,170.67971801757812,6983200,0.0,0.0,ABBV,,,,0.035874787466152025,1.0382114236924767
2024-07-18 00:00:00-04:00,169.88117663046336,172.05276909078103,166.2488689543048,166.65786743164062,5957800,0.0,0.0,ABBV,,,,-0.023563728793618566,1.0137472912741505
2024-07-19 00:00:00-04:00,169.12159575944924,169.29688930159736,166.73576402189474,167.8069610595703,4293600,0.0,0.0,ABBV,,,,0.006894925788013095,1.0207370036152852
2024-07-22 00:00:00-04:00,168.78080346346974,170.15386465392655,167.49536677212143,169.06320190429688,4066900,0.0,0.0,ABBV,,,,0.007486226058766476,1.0283784715708972
2024-07-23 00:00:00-04:00,168.78077991540604,170.01750808961253,168.2451813687369,168.61521911621094,2933800,0.0,0.0,ABBV,,,,-0.002649794769293057,1.025653479676075
2024-07-24 00:00:00-04:00,168.66391471713064,171.9748781369156,168.42046218005072,171.5950927734375,6117700,0.0,0.0,ABBV,,,,0.01767262571460293,1.0437794697352705
2024-07-25 00:00:00-04:00,172.36439030637607,181.23580104588999,167.3005806816372,177.39898681640625,9442200,0.0,0.0,ABBV,,,,0.03382319359582042,1.0790834248114693
2024-07-26 00:00:00-04:00,178.64547748964907,181.95644107164557,177.34057539316993,180.31069946289062,6948800,0.0,0.0,ABBV,,,,0.016413355559340204,1.0967948047410905
2024-07-29 00:00:00-04:00,179.22002611312547,181.25530076319194,175.80195759475708,177.17503356933594,5458500,0.0,0.0,ABBV,166.75389709472657,,4926430.0,-0.017390348453503957,1.07772116090465
2024-07-30 00:00:00-04:00,178.78180311021944,182.79391106023132,177.81774056490883,181.8882598876953,6032200,0.0,0.0,ABBV,167.62841796875,,4968315.0,0.026602090731451034,1.1063907970102402
2024-07-31 00:00:00-04:00,181.50847610806863,182.58940598587154,178.64547184474395,180.4665069580078,6473900,0.0,0.0,ABBV,168.64462127685547,,4993735.0,-0.007816628355042488,1.097742551334572
2024-08-01 00:00:00-04:00,182.85233729053985,185.96852682025641,181.87852713380568,184.7415313720703,6595500,0.0,0.0,ABBV,169.97686080932618,,5147130.0,0.023688741396525437,1.1237466907530986
2024-08-02 00:00:00-04:00,185.97827648201994,188.83154822744103,181.57666487197662,184.33253479003906,6303900,0.0,0.0,ABBV,171.12412719726564,,5163410.0,-0.00221388541598444,1.1212588443431795
2024-08-05 00:00:00-04:00,182.5407011265957,184.3325081527738,178.2461949993186,179.53163146972656,6459300,0.0,0.0,ABBV,172.06656875610352,,5311365.0,-0.026044796301319728,1.0920558861412082
2024-08-06 00:00:00-04:00,180.5736024564081,182.9010228955953,178.28515760210772,180.84628295898438,4273200,0.0,0.0,ABBV,173.00092468261718,,5313795.0,0.007322673327788909,1.1000526546511094
2024-08-07 00:00:00-04:00,182.97893700818676,184.62467868096252,181.10922314217768,182.59915161132812,6351000,0.0,0.0,ABBV,174.01858215332032,,5436955.0,0.009692588775746636,1.110715012664311
